problem,family,run,seed,candidateIndex,generation,FE,source,selectionMode,sector,eligible,selected,prob,absProbHalf,queryScore,disagreement,reliability,paretoValue,boundaryTrust,trustWeight,utility,shortlisted
MW1_BC,MW_BC,1,1703,154,93,18869,1,4,38,0,0,0.495829164304124,0.00417083569587556,0.991658328608249,0.000536430370889257,1,0.0176920846920107,0.991658328608249,0,0.991658328608249,0
MW1_BC,MW_BC,1,1703,155,93,18869,1,4,83,1,1,0.469946436303279,0.0300535636967214,0.939892872606557,0.00454565205152306,1,0,0.939892872606557,0,0.939892872606557,1
MW1_BC,MW_BC,1,1703,156,94,19070,1,4,1,0,0,0.499219791463821,0.000780208536178606,0.998439582927643,0.000671310457193411,1,0,0.998439582927643,0,0.998439582927643,0
MW1_BC,MW_BC,1,1703,157,94,19070,1,4,21,0,0,0.492337556770502,0.00766244322949777,0.984675113541004,0.00201530985310894,1,0,0.984675113541004,0,0.984675113541004,0
MW1_BC,MW_BC,1,1703,158,94,19070,1,4,38,0,0,0.503588560104949,0.00358856010494857,0.992822879790103,0.00145634027842734,1,0.0187635275136747,0.992822879790103,0,0.992822879790103,0
MW1_BC,MW_BC,1,1703,159,94,19070,1,4,84,1,1,0.502771122432952,0.00277112243295241,0.994457755134095,0.000427703012369415,1,0,0.994457755134095,0,0.994457755134095,1
MW1_BC,MW_BC,1,1703,160,94,19070,1,4,81,0,0,0.493441255553641,0.00655874444635945,0.986882511107281,0.00343114834484389,1,0,0.986882511107281,0,0.986882511107281,0
MW1_BC,MW_BC,1,1703,161,94,19070,1,4,39,0,0,0.502902570150203,0.0029025701502029,0.994194859699594,0.000953486602715369,1,0,0.994194859699594,0,0.994194859699594,0
MW1_BC,MW_BC,1,1703,162,94,19070,1,4,67,0,0,0.505514275151725,0.00551427515172465,0.988971449696551,0.00411310265969274,1,0,0.988971449696551,0,0.988971449696551,0
MW1_BC,MW_BC,1,1703,163,95,19275,1,4,1,0,0,0.495885291390574,0.0041147086094262,0.991770582781148,0.000334369566136924,1,0,0.991770582781148,0,0.991770582781148,0
MW1_BC,MW_BC,1,1703,164,95,19275,1,4,37,0,0,0.497107765063108,0.00289223493689184,0.994215530126216,0.000635759098591271,1,0,0.994215530126216,0,0.994215530126216,0
MW1_BC,MW_BC,1,1703,165,95,19275,1,4,84,1,1,0.502771122432952,0.00277112243295241,0.994457755134095,0.000427703012369415,1,0,0.994457755134095,0,0.994457755134095,1
MW1_BC,MW_BC,1,1703,166,95,19275,1,4,67,0,0,0.480925066201595,0.0190749337984051,0.96185013240319,0.000667429896001099,1,0,0.96185013240319,0,0.96185013240319,0
MW1_BC,MW_BC,1,1703,167,95,19275,1,4,81,1,1,0.506265761509216,0.00626576150921576,0.987468476981568,0.00458693834753142,1,0,0.987468476981568,0,0.987468476981568,1
MW1_BC,MW_BC,1,1703,168,95,19275,1,4,80,1,1,0.482378187223485,0.0176218127765155,0.964756374446969,0.000124010296973048,1,0,0.964756374446969,0,0.964756374446969,1
MW1_BC,MW_BC,1,1703,169,95,19275,1,4,66,1,1,0.505130169443517,0.00513016944351696,0.989739661112966,0.0117121077215171,1,0,0.989739661112966,0,0.989739661112966,1
MW1_BC,MW_BC,1,1703,170,95,19275,1,4,83,1,1,0.478014449194976,0.021985550805024,0.956028898389952,0.00710219314296787,1,0,0.956028898389952,0,0.956028898389952,1
MW1_BC,MW_BC,1,1703,171,95,19275,1,4,38,0,0,0.497677006927604,0.00232299307239642,0.995354013855207,0.000117570966353714,1,0,0.995354013855207,0,0.995354013855207,0
MW1_BC,MW_BC,1,1703,172,96,19478,1,4,1,0,0,0.500535694478585,0.00053569447858548,0.998928611042829,0.000169875084168466,1,0,0.998928611042829,0,0.998928611042829,0
MW1_BC,MW_BC,1,1703,173,96,19478,1,4,19,1,1,0.500864099459657,0.000864099459657486,0.998271801080685,0.000582270249087263,1,0,0.998271801080685,0,0.998271801080685,1
MW1_BC,MW_BC,1,1703,174,96,19478,1,4,39,0,0,0.485906108461017,0.0140938915389829,0.971812216922034,4.10740354977057e-05,1,0,0.971812216922034,0,0.971812216922034,0
MW1_BC,MW_BC,1,1703,175,96,19478,1,4,68,0,0,0.467762749205497,0.0322372507945032,0.935525498410994,0.00135602437199407,1,0,0.935525498410994,0,0.935525498410994,0
MW1_BC,MW_BC,1,1703,176,96,19478,1,4,82,1,1,0.494463091557378,0.00553690844262156,0.988926183114757,0.000436675006542039,1,0,0.988926183114757,0,0.988926183114757,1
MW1_BC,MW_BC,1,1703,177,97,19680,1,4,1,0,0,0.501969150971513,0.00196915097151262,0.996061698056975,0.000105146507082109,1,0,0.996061698056975,0,0.996061698056975,0
MW1_BC,MW_BC,1,1703,178,97,19680,1,4,18,0,0,0.496505376439872,0.00349462356012847,0.993010752879743,0.00036425274976404,1,0,0.993010752879743,0,0.993010752879743,0
MW1_BC,MW_BC,1,1703,179,97,19680,1,4,38,0,0,0.492992682393451,0.00700731760654927,0.985985364786901,0.000594710911711418,1,0,0.985985364786901,0,0.985985364786901,0
MW1_BC,MW_BC,1,1703,180,97,19680,1,4,84,1,1,0.496688708492021,0.00331129150797899,0.993377416984042,0.000179656480605526,1,0,0.993377416984042,0,0.993377416984042,1
MW1_BC,MW_BC,1,1703,181,97,19680,1,4,68,1,1,0.485076295107307,0.0149237048926933,0.970152590214613,0.00300064977929655,1,0,0.970152590214613,0,0.970152590214613,1
MW1_BC,MW_BC,1,1703,182,98,19883,1,4,1,0,0,0.501969150971513,0.00196915097151262,0.996061698056975,0.000105146507082109,1,0,0.996061698056975,0,0.996061698056975,0
MW1_BC,MW_BC,1,1703,183,98,19883,1,4,18,0,0,0.496505376439872,0.00349462356012847,0.993010752879743,0.00036425274976404,1,0,0.993010752879743,0,0.993010752879743,0
MW1_BC,MW_BC,1,1703,184,98,19883,1,4,83,1,1,0.465682237091025,0.0343177629089746,0.931364474182051,0.00236180108509072,1,0,0.931364474182051,0,0.931364474182051,1
MW1_BC,MW_BC,1,1703,185,98,19883,1,4,38,1,1,0.498179953891787,0.00182004610821274,0.996359907783575,0.000343664286245714,1,0,0.996359907783575,0,0.996359907783575,1
MW1_BC,MW_BC,1,1703,186,99,20083,1,4,1,0,0,0.499520294966651,0.000479705033348765,0.999040589933302,7.61556621488528e-05,1,0,0.999040589933302,0,0.999040589933302,0
MW1_BC,MW_BC,1,1703,187,99,20083,1,4,85,1,0,0.472720232123168,0.027279767876832,0.945440464246336,0.000731065394953118,1,0,0.945440464246336,0,0.945440464246336,0
MW1_BC,MW_BC,1,1703,188,99,20083,1,4,18,0,0,0.51445624787602,0.0144562478760195,0.971087504247961,2.72832551236746e-06,1,0,0.971087504247961,0,0.971087504247961,0
MW1_BC,MW_BC,1,1703,189,99,20083,1,4,19,0,0,0.503418937831301,0.00341893783130098,0.993162124337398,0.0023137581112668,1,0,0.993162124337398,0,0.993162124337398,0
MW1_BC,MW_BC,1,1703,190,99,20083,1,4,68,1,0,0.501223152027696,0.00122315202769629,0.997553695944607,5.28613203513343e-05,1,0,0.997553695944607,0,0.997553695944607,0
