problem,seed,arm,updates,trainingPairs,trainingSamples,productionFE,firstUseFE,trainingSeconds,wallSeconds,labelAccuracy,feasibleRequestAccuracy,infeasibleRequestAccuracy,directionError,knownDirectionError,unseenDirectionError,referenceHitRate,unseenRequestFraction,rawUseful,rawFeasible,nearestObjectiveDistance,selected,survivedP1,survivedP2,initialIGD,firstUseIGD,firstUseHV,probeRMSE
LIRCMOP8_BC,1,lrzero1000,1000,11,16,5000,5200,118.252770916667,132.824470083333,0.672,0.508,0.836,11.0879405916073,6.16838105790172,11.539079238803,0.034,0.916,0.142,0.336,0.757520532831769,20,4,14,1.93549144589322,1.83811598284179,0,0.106520983849675
LIRCMOP8_BC,1,lrzero2000,2000,11,16,5000,5200,106.105689583333,112.371316541667,0.542,0.392,0.692,11.5268594723243,5.36920204397991,12.0915354810371,0.03,0.916,0.17,0.35,0.785358546513439,20,5,13,1.93549144589322,1.83619006839323,0,0.101101603378528
LIRCMOP8_BC,1,lrzero4000,4000,11,16,5000,5200,306.354204291667,321.152723125,0.514,0.292,0.736,11.5848350107197,3.82936602563314,12.2960352233259,0.022,0.916,0.178,0.278,0.823651531980892,20,4,16,1.93549144589322,1.84226886462712,0,0.089225547729337
LIRCMOP8_BC,1,mis1000,1000,11,16,5000,5200,115.933172458333,131.299097625,0.678,0.732,0.624,9.76281794171845,4.69062402513311,10.2279536283922,0.034,0.916,0.138,0.554,0.855366487821887,20,3,12,1.93549144589322,1.84756093246522,0,0.121857415620901
LIRCMOP8_BC,1,mis2000,2000,11,16,5000,5200,182.192753375,197.160650583333,0.7,0.588,0.812,9.80899514737949,5.05237087804833,10.2451921327767,0.03,0.916,0.178,0.388,0.826273113237028,20,4,16,1.93549144589322,1.81668910944095,0,0.115493970048762
LIRCMOP8_BC,1,miszero1000,1000,11,16,5000,5200,90.1054126666667,102.635922333333,0.57,0.56,0.58,16.0129140684196,7.81236562904268,16.7649294274891,0.014,0.916,0.304,0.49,0.658242111445201,20,9,11,1.93549144589322,1.84537842251658,0,0.131646258781426
LIRCMOP8_BC,1,miszero2000,2000,11,16,5000,5200,99.1132746666667,105.902695291667,0.624,0.668,0.58,9.01837931226402,4.03339777487373,9.47551735717754,0.056,0.916,0.156,0.544,0.925679007828865,20,1,9,1.93549144589322,1.84756093246522,0,0.130926309497892
LIRCMOP8_BC,1,miszero4000,4000,11,16,5000,5200,164.503599541667,168.969914541667,0.746,1,0.492,8.67865259962101,10.468092948457,8.51455544972775,0.032,0.916,0.1,0.754,1.95711260821064,20,5,7,1.93549144589322,1.83871546790546,0,0.158490018569307
LIRCMOP8_BC,1,u0200,200,11,16,5000,5200,51.08702725,66.877991,0.5,1,0,39.0178317609151,19.5477117999873,40.8033012769827,0.008,0.916,0,1,6.91172432177312,20,0,0,1.93549144589322,1.84756093246522,0,0.252938840292154
LIRCMOP8_BC,1,u1000,1000,11,16,5000,5200,105.418162958333,120.023641791667,0.398,0.088,0.708,32.810281450383,16.4531205167228,34.3102831080549,0.01,0.916,0.136,0.19,0.860383437007051,20,3,12,1.93549144589322,1.84384198661619,0,0.128266896888067
LIRCMOP8_BC,1,u4000,4000,11,16,5000,5200,189.458508333333,195.789384708333,0.51,0.376,0.644,14.9041262414391,9.05005307188229,15.4409626456343,0.034,0.916,0.246,0.366,0.74445723098284,20,5,14,1.93549144589322,1.76364606374886,0,0.153055920483374
LIRCMOP8_BC,1,wide1000,1000,11,16,5000,5200,47.345218625,56.94410025,0.534,0.424,0.644,17.880568026879,9.45171618769263,18.6535195055816,0.03,0.916,0.124,0.39,0.81579072434539,20,2,8,1.93549144589322,1.84756093246522,0,0.134567453899241
LIRCMOP8_BC,1,zero1000,1000,11,16,5000,5200,129.141508583333,145.89574925,0.43,0,0.86,25.9191763179926,13.157764775886,27.0894367650853,0.01,0.916,0.07,0.07,1.16661219065971,20,2,20,1.93549144589322,1.78361168607518,0,0.112081639429012
LIRCMOP8_BC,2,lrzero0200,200,8,15,4800,5000,22.4336635833333,29.533922375,0.668,0.668,0.668,17.2991752905017,20.5913697687501,17.0283887316847,0.01,0.924,0.286,0.5,1.50286770237304,20,2,10,3.61102021029857,3.52107802762655,0,0.116203656590136
LIRCMOP8_BC,2,lrzero0500,500,8,15,4800,5000,55.5414089166667,65.3971165416667,0.734,0.748,0.72,11.6058668865048,14.5209143644499,11.3661010766305,0.056,0.924,0.248,0.514,2.02441774949607,20,5,10,3.61102021029857,2.39339626935548,0,0.122788762578854
LIRCMOP8_BC,2,lrzero1000,1000,8,15,4800,5000,67.984486625,72.937486875,0.608,0.528,0.688,15.0250355489998,15.4704253529844,14.9884017555985,0.012,0.924,0.21,0.42,0.946664619481626,20,4,14,3.61102021029857,1.84325751351241,0,0.107744293429748
LIRCMOP8_BC,2,lrzero2000,2000,8,15,4800,5000,101.253619,106.21793875,0.406,0.448,0.364,16.049518474014,17.8678558330402,15.8999582583365,0.026,0.924,0.312,0.542,1.13020028812386,20,6,14,3.61102021029857,1.88876007692282,0,0.102949499472127
LIRCMOP8_BC,2,lrzero4000,4000,8,15,4800,5000,412.460631333333,429.926205958333,0.526,0.46,0.592,11.5217022945912,11.5517629470506,11.5192297733932,0.02,0.924,0.244,0.434,0.997437200097294,20,5,17,3.61102021029857,1.83350551644116,0,0.0838480848779676
LIRCMOP8_BC,3,lrzero0200,200,12,22,4400,4600,25.7668415,34.9657529166667,0.536,0.152,0.92,16.0899262010664,8.79106365394944,17.0105034592614,0.016,0.888,0.116,0.116,1.05539604118104,20,3,14,3.5782063107201,1.80257943164409,0,0.1029930582817
LIRCMOP8_BC,3,lrzero0500,500,12,22,4400,4600,50.7666800416667,61.3128693333333,0.662,0.62,0.704,7.98249061576198,6.67033704066477,8.14798746307154,0.036,0.888,0.158,0.458,1.24453956855681,20,4,14,3.5782063107201,1.85732888725618,0,0.107233833686174
LIRCMOP8_BC,3,lrzero1000,1000,12,22,4400,4600,93.772334,99.7247314166667,0.584,0.528,0.64,8.88755981812777,7.85779233053819,9.01744040214807,0.076,0.888,0.148,0.444,1.77785373078993,20,3,16,3.5782063107201,1.94714288231434,0,0.103767328301666
LIRCMOP8_BC,3,lrzero2000,2000,12,22,4400,4600,181.371317333333,187.482507541667,0.506,0.6,0.412,25.7127752122332,12.0490255438362,27.4361310262653,0.01,0.888,0.068,0.594,2.97328990319695,20,2,9,3.5782063107201,1.94345444999149,0,0.102524363782058
LIRCMOP8_BC,3,lrzero4000,4000,12,22,4400,4600,297.659919708333,303.443670208333,0.476,0.588,0.364,11.4971347116971,8.29637762934044,11.9008338031656,0.01,0.888,0.108,0.612,6.70940369329399,20,3,10,3.5782063107201,1.89763214615187,0,0.104681393810473
