problem,stage,loss,stream,addedUpdates,reverseFeasibleCoverage,reverseInfeasibleCoverage,f1Offset,f2Offset,f1BaseOffset,f2BaseOffset,f1EnergyOffset,f2EnergyOffset,medianTrueFeasibleNeighborRMS,medianGeneratedFeasibleNeighborRMS
LIRCMOP7_BC,early,adversarial,3,200,0.287702529350667,0.169302499103165,-0.334082785744013,-0.111903740341006,-0.00321729540093067,0.00180728795673014,-0.330865490343082,-0.113711028297736,0.0602329952672059,0.00169875906611744
LIRCMOP7_BC,early,adversarial,3,2000,0.269184671013371,0.170046647762865,-0.291007576587997,-0.134216584016955,0.00126192885900306,-0.000944581075481856,-0.292269505447,-0.133272002941473,0.0602329952672059,0.00141339192937091
LIRCMOP7_BC,early,distance,1,0,0.320326413259257,0.171324959813343,-0.326902233616456,0.081695568367245,0.00117112637297985,-0.000170561865583502,-0.328073359989436,0.0818661302328285,0.0602329952672059,0.00174453664665148
LIRCMOP7_BC,early,distance,1,20,0.304263640710351,0.165364058984989,-0.24852561048995,0.00886204177932586,0.00635597268579206,-0.00345216176683116,-0.254881583175742,0.012314203546157,0.0602329952672059,0.00171805115763319
LIRCMOP7_BC,early,distance,1,200,0.299868758743572,0.169722351255344,-0.331958708552541,-0.121954350246907,-0.000246678429421828,4.19729645664828e-05,-0.331712030123119,-0.121996323211473,0.0602329952672059,0.00167108373262945
LIRCMOP7_BC,early,distance,1,2000,0.305141986190046,0.174173706107759,-0.344863679587079,-0.137159473023544,0.00098885863411787,-0.000765705365082261,-0.345852538221197,-0.136393767658462,0.0602329952672059,0.00131998637687502
LIRCMOP7_BC,early,distance,2,0,0.320326413259257,0.171324959813343,-0.326902233616456,0.081695568367245,0.00117112637297985,-0.000170561865583502,-0.328073359989436,0.0818661302328285,0.0602329952672059,0.00174453664665148
LIRCMOP7_BC,early,distance,2,20,0.307180136621669,0.166014904137656,-0.248687920304957,0.0111627483637158,0.00727025804287087,-0.00400784491168738,-0.255958178347828,0.0151705932754032,0.0602329952672059,0.00172005181489482
LIRCMOP7_BC,early,distance,2,200,0.304862102596482,0.173113969780898,-0.339334381250334,-0.129319238009559,-0.000334601475330295,7.11697100968279e-05,-0.338999779775004,-0.129390407719656,0.0602329952672059,0.00167606371197257
LIRCMOP7_BC,early,distance,2,2000,0.302615020326862,0.174606061944908,-0.335730462594137,-0.139771143983538,0.00113579404550147,-0.00086218956112047,-0.336866256639639,-0.138908954422418,0.0602329952672059,0.00138586409093117
LIRCMOP7_BC,early,distance,3,0,0.320326413259257,0.171324959813343,-0.326902233616456,0.081695568367245,0.00117112637297985,-0.000170561865583502,-0.328073359989436,0.0818661302328285,0.0602329952672059,0.00174453664665148
LIRCMOP7_BC,early,distance,3,20,0.302770157642819,0.162937510135784,-0.258528709581934,0.0154003103948364,0.00463220870289065,-0.00240363345399754,-0.263160918284825,0.0178039438488339,0.0602329952672059,0.00172128889047318
LIRCMOP7_BC,early,distance,3,200,0.301851997546773,0.170702979657294,-0.335820975403364,-0.126241305997331,-9.34846140512039e-05,-7.28233344932392e-05,-0.335727490789313,-0.126168482662838,0.0602329952672059,0.00167161907376239
LIRCMOP7_BC,early,distance,3,2000,0.300392766002539,0.174187871892148,-0.334529705245178,-0.135801078305612,0.000759685304678814,-0.000634863162107783,-0.335289390549856,-0.135166215143505,0.0602329952672059,0.00136431499999323
LIRCMOP7_BC,late,adversarial,1,0,0.189837627676584,0.130848946065144,-0.168264301742927,-0.233206842487833,0.0118135863505046,-0.0110113195274137,-0.180077888093432,-0.22219552296042,0.0778019086457927,0.00734917400876106
LIRCMOP7_BC,late,adversarial,1,20,0.20369640145654,0.137465693395719,-0.20559603676501,-0.209732085339872,0.00583830567174724,-0.00687153497202672,-0.211434342436757,-0.202860550367845,0.0778019086457927,0.00713898423280534
LIRCMOP7_BC,late,adversarial,1,200,0.225351543646992,0.142210299101227,-0.229405572471177,-0.170816509818867,-0.00738390992669008,-0.000525658987909989,-0.222021662544487,-0.170290850830957,0.0778019086457927,0.00502570083614298
