problem,stage,stream,addedUpdates,exactDistanceRatio,seenObjectiveGapRatio,singletonObjectiveGapRatio,conditionalSeenGapRatio,objectiveGapRatio,reverseCoverageGapRatio,directionErrorRatio,weightedDecisionMSERatio,supportCriterion
LIRCMOP8_BC,late,2.0,2000.0,0.84751008785856,1.1084211785614506,1.1147716346643108,1.1339150935327225,1.1030113667297747,2.0520520717615094,0.7847906573781139,0.7574257787928957,0
LIRCMOP8_BC,late,3.0,20.0,0.8710759311067224,1.3311596538661625,1.2312566173082191,1.1610550749542106,1.4773545561186538,2.802663652647528,0.6174380263659467,0.7696637310534458,0
LIRCMOP8_BC,late,3.0,200.0,0.90517637028151,0.9616297884650957,0.9396129632287661,1.0315441543710595,0.9631245150537119,1.3579854173357686,0.8186863302133806,0.819750960535444,0
LIRCMOP8_BC,late,3.0,2000.0,0.9016504786500531,1.1124163849444642,1.1744755199202834,1.0398156143177448,1.1135864797960446,1.5135568845446874,1.0164089760172008,0.8173868420602493,0
LIRCMOP8_BC,middle,1.0,20.0,0.9379810532010963,1.0960364125058235,1.0610104163415104,1.0478691080085745,1.0378819540001176,1.3369173166525363,1.2779043254157743,0.9103732687871345,0
LIRCMOP8_BC,middle,1.0,200.0,0.8669175399188337,1.2224488627508598,1.23079852675337,1.2923115951405797,1.151214213594973,2.2602731646562892,0.9431593281442384,0.8256200911966614,0
LIRCMOP8_BC,middle,1.0,2000.0,0.8167181131609652,0.9744346715570447,1.0019857998869444,1.0742055989888648,0.8830373855358028,1.9139616301834972,0.5456097446750254,0.6909223272425744,0
LIRCMOP8_BC,middle,2.0,20.0,0.9382295726149036,1.2208488015322814,1.2317576628861078,1.1788073494750202,1.1974162714764154,1.2312985527054998,1.3920198733425424,0.8977290626579794,0
LIRCMOP8_BC,middle,2.0,200.0,0.8551811006138007,0.7596156305045572,0.7853013809245951,0.8873672013642474,0.660058540951042,1.413744103284724,0.7233159113637255,0.7752893918171581,0
LIRCMOP8_BC,middle,2.0,2000.0,0.7714142073111533,0.9031873901259219,0.9015280183732273,1.0670153234995832,0.9201477288386808,1.960841811172152,0.47441237313381146,0.6470998349246744,0
LIRCMOP8_BC,middle,3.0,20.0,0.9299484056006218,0.8982371948975554,0.9325329048452006,1.0802369652518378,0.8500379329880694,1.0925922075944883,1.054847281294892,0.9103830285679613,0
LIRCMOP8_BC,middle,3.0,200.0,0.8624196346647124,0.9365694582050513,0.9925483021779943,0.9325425722646636,0.7028869706294185,1.5052908107614147,0.7377722865907561,0.8125037877265002,0
LIRCMOP8_BC,middle,3.0,2000.0,0.7735963353530037,1.0925070132858792,1.0850552287164308,1.0057750341099343,1.1707720817048102,1.6618013933524607,0.574560461254865,0.6524713765293058,0
